DATE,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,index,TM,FFM,UM,RR
20201209,6611.395833333333,1544.1666666666667,9386.0,175.35416666666666,8.958333333333334,723.5625,-75.66666666666667,117.72916666666667,30871,0.9,2.4,91.0,0.0
20201210,6661.1875,1484.3541666666667,9390.833333333334,754.2916666666666,36.5,708.3333333333334,-58.291666666666664,125.77083333333333,30872,0.0,2.3,88.0,0.0
20201211,6570.354166666667,1476.9166666666667,8775.0,1633.7916666666667,12.291666666666666,670.8958333333334,-57.4375,121.79166666666667,30873,3.7,5.9,92.0,7.4
20201212,5590.1875,1296.6041666666667,9231.8125,775.1458333333334,14.8125,720.8541666666666,-61.729166666666664,125.0625,30874,7.0,3.8,97.0,3.8
20201213,5338.229166666667,975.4583333333334,8789.166666666666,1041.1666666666667,21.166666666666668,759.9583333333334,-154.6875,126.70833333333333,30875,4.9,4.0,90.0,0.0
20201214,6025.0,1140.9166666666667,7764.145833333333,1503.1666666666667,28.520833333333332,829.8125,-46.458333333333336,129.5,30876,7.3,4.5,70.0,5.2
20201215,6103.6875,1301.3541666666667,8994.145833333334,747.3125,6.416666666666667,872.3541666666666,-47.895833333333336,124.33333333333333,30877,8.9,4.0,95.0,8.0
20201216,5977.166666666667,1358.6666666666667,9026.354166666666,842.5208333333334,32.041666666666664,877.5,-46.0625,122.375,30878,9.4,3.9,89.0,0.0
20201217,5963.416666666667,1418.1666666666667,8532.8125,1064.3125,19.604166666666668,883.7291666666666,-92.60416666666667,118.45833333333333,30879,7.6,4.2,90.0,1.0
20201218,5983.666666666667,1258.4166666666667,9078.833333333334,943.5833333333334,51.916666666666664,852.5625,-102.35416666666667,120.60416666666667,30880,6.4,3.8,92.0,0.0
20201219,5302.916666666667,544.4583333333334,9035.875,1800.2291666666667,25.895833333333332,865.3333333333334,-128.02083333333334,119.79166666666667,30881,10.3,6.2,80.0,1.8
20201220,5053.895833333333,964.0833333333334,9095.0,799.25,18.5,857.7916666666666,-128.33333333333334,117.54166666666667,30882,8.4,4.1,93.0,1.2
20201221,5569.395833333333,774.875,9040.020833333334,2060.0,10.979166666666666,860.8958333333334,-130.47916666666666,118.4375,30883,7.5,6.4,93.0,3.6
20201222,5349.979166666667,946.3333333333334,8682.375,2689.4791666666665,9.208333333333334,878.8541666666666,-104.20833333333333,114.70833333333333,30884,12.0,6.9,95.0,4.0
20201223,5057.854166666667,592.1458333333334,8957.3125,1977.8541666666667,7.833333333333333,1042.4375,-103.22916666666667,115.25,30885,11.2,6.1,86.0,7.0
20201224,4800.916666666667,296.625,8730.541666666666,2188.7291666666665,11.875,1132.4791666666667,-150.35416666666666,116.29166666666667,30886,5.2,6.5,91.0,5.7
20201225,4702.416666666667,298.5416666666667,8818.854166666666,1018.9791666666666,35.083333333333336,1228.375,-162.27083333333334,121.5625,30887,2.0,3.9,87.0,0.2
20201226,5180.604166666667,296.25,8996.875,847.5,22.958333333333332,1124.4583333333333,-114.22916666666667,119.16666666666667,30888,0.6,3.7,88.0,0.0
20201227,5279.270833333333,291.4166666666667,7063.145833333333,3037.75,8.1875,967.5625,-169.79166666666666,120.66666666666667,30889,1.6,10.4,85.0,9.3
20201228,5323.270833333333,805.1875,7649.604166666667,1802.25,18.104166666666668,908.2916666666666,-96.875,119.9375,30890,2.8,6.1,90.0,10.1
20201229,5432.083333333333,808.4375,9000.125,1093.1666666666667,19.708333333333332,958.9166666666666,-1.6041666666666667,116.58333333333333,30891,2.3,5.9,93.0,0.2
20201230,5512.666666666667,1070.0833333333333,9130.416666666666,753.0625,17.0,989.1666666666666,-97.52083333333333,119.08333333333333,30892,2.4,4.7,92.0,0.6
20201231,5492.083333333333,768.9375,9052.9375,1384.5416666666667,10.833333333333334,862.5833333333334,-119.8125,118.16666666666667,30893,1.6,5.5,93.0,3.2
